comment_text,toxic,obscene,threat,insult,identity_hate
unko msg na auda unisanga kura nagarda k vako kasto vako jasto huna thalyo .,0,0,0,0,0
Tespachhi mailepani unlai love you vanna thaley.,0,0,0,0,0
Yesari hamro kura agadi badhdai gayo.,0,0,0,0,0
Hami ekdam dherai bolthem futura ko anek planing Dekhi dherai kura hunthyo Hami ek arkaprati serious huna thalisakeka thiyau.,0,0,0,0,0
Yestaima ekdin kuraikurama unko breakup vayeko kura thaha vayo ,0,0,0,0,0
unle unko lamo love story Ani brkup ko kura sabai sunain.,0,0,0,0,0
Uniharu 2 Jana 3years relationship ma baseko raixan Ani 3 years living together Mai ni baseko raixan tespaxi brk up vako raixa.,0,0,0,0,0
Kurai kurama unko dherai past haru khuldai gayo tyo agadi ni unko 2 Jana bf sanga brk up vaisakeko raixa.,0,0,0,0,0
Kaile ko sanga kaile ko sanga kata kata gako ghumeko yeta uta dherai kura share garna thalin Malai ekdam dherai naramro lagthyo Testo kurale.,0,0,0,0,0
Tei Pani ma unlai dherainai Maya garna thalisakeko thiye maile tyo sab unko past ho vanne sochera aafulai control gardai lagirako thye.,0,0,0,0,0
Ani Hami bihe garne samma kurama pugisakepachhi suddenly ekdin unle feri unko euta past kura kholin .,0,0,0,0,0
Unko ta 10years agadi nai bihe vayera xuteko rahechha.,0,0,0,0,0
Malai ekdam nai dherai pida vayo yo kurale huna ta yo Pani unko past nai thyo but,0,0,0,0,0
maile afulai control garna sakirahekai thiyena sarai naramro feel vayo. K garne k vanne kei sochna sakiraheko thieena .,0,0,0,0,0
But Mero manma uniprati hate ko feel vane aayeko thyena,0,0,0,0,0
Malai afailai naramro vane chai lageko thyo .,0,0,0,0,0
Mero manma unlai garne Maya unipratiko feeling sabai Paila jastai nai thiyo ra chha Pani .,0,0,0,0,0
But manma ahile chai anek kura khelxan kaile sochxu Malai kei negative lagne kuraharu vaye ni dherai positive kuraharu unma xan ,0,0,0,0,0
feri kaile sochxu maile uni vanda better keti vetihalchhu yo earth ma uni matrai euti kt ta haina vanejasto ni lagchha .,0,0,0,0,0
Ani aba sadhai yesari pailai jasari kura kani gardai basera jhan afailai garo hudai Jane ho .,0,0,0,0,0
So aba masanga 2 ota matrai option xan.,0,0,0,0,0
Malai unisanga naboli basna Ali gardai parnexa unlai malaivanda dherai garo parxa tyo Malai tha xa .,0,0,0,0,0
Tesaile Mero 2 ta option vaneko (ki ta unisanga as a good friend ko rupma kurakani gardai basne ki ta bihe garne) yo bahek aru kei upaye vayena.,0,0,0,0,0
Unle Pani Malai decision dey vaniranxin sadhai esari 2 janai aljhera matra hudaina vanxin unko sidebata,0,0,0,0,0
she is ready to marry with me just she is waiting my decision.,0,0,0,0,0
So guys Malai kei suggestions dina paryo maile k Garda better hola?,0,0,0,0,0
Malai sarai garo pareko vayerai yo kura yesari confess garna pareko .,0,0,0,0,0
Note: yo kura chai pakka Hoki Malai unisanga tadha huna nabolna ekdam dherai muskil hune Wala chha,1,0,0,0,0
K prem bhanda thulo jaat dharma horw?,0,0,0,0,0
Kahile kahi ramro sanga chaliraheko relationship lai kunai bahiri tattwo le garda todnu parne rahexa.,0,0,0,0,0
Hamro sambandha maa maile kahile pni castecreedreligion lai bichma liyera aayina kina bhne malai tysle farak parthena but,1,0,0,0,0
malai k thah usle tyo kura nikalche ani sambandha todera janche bhnera.,0,0,0,0,0
Hunatw usko galti pni kehi chaina,0,0,0,0,0
kasari galat bhnutw uslaie.,0,0,0,0,0
prem garnu bhnda agadi gotra jaat dharma hernu parcha bhnne pni sundaie aaeko thiye tarw k tyo premsambandha ma malaie khusi milthyo tw.,0,0,0,0,0
Uh sanga maile kahile socheko thiyena mah relnship ma basne,0,0,0,0,0
maile tw chineko pni thiina tarw bhnchan ni j lekheko cha tyhi nai bhaera xhadxa.,0,0,0,0,0
Long distance relationship thiyo hamro.,0,0,0,0,0
Uslaie garho parda uh mah sanga rune garthyo ki kina hami tadha chau ani mah jane garthe usko sahar.,0,0,0,0,0
Ktm batw illam usko lagi janu bhneko kunai joke haina.,0,0,0,0,0
Usko haat samatera usanga tyo chiyako bagan ma hidnu ko shukun,0,0,0,0,0
uh sadhai vnnne garthi ki you're the best part of my life.,0,0,0,0,0
Ma sanga sambandha todheko din pni yahi bhnera khub roeko thii.,0,0,0,0,0
Tyo din pni mah uslai bhetna bhnera 6 mahina pachi illam aaeko thiye. Kanyam pugera uslai call gare.,0,0,0,0,0
Phone uthena feri try gare usko bahini le call uthain ani bhnin dd bahira gako cha.,0,0,0,0,0
Maile jindagima Kunai manchelai bihan 10 baje bata 4 baje samma parkhidai baseko ho.,0,0,0,0,0
Uh aayi ani malai aangalo ma badhera khub royi,0,0,0,0,0
ydi malai thah hunthyo bhne ki tyo bhet hamro antim bhet hunecha bhnne uslai mah runa dinna thiye.,0,0,0,0,0
Tyspaxi pni usko muharma spasta dekhinthyo ki uh dukhi cha maile sodhda kehi haina bhnera kura tarthyo tarw manbhitra kati thulo kura lukaeko thiyo ki ma saga chuttinu parcha ko pida.,0,0,0,0,0
Tyspaxi 3 4 din pachi mah ktm farkiye.,0,0,0,0,0
Ekdin usko msg aayo tysma hamro castereligion mildaina mero family le mannu hudaina bhnne,1,0,0,0,1
msg dekhda rish pni uthyo tarw keti haru ko pni tw family huncha,0,0,0,0,0
i know ki chori manche lai kati garho huncha tyo tw mah bujhxu tarw k bhawisya ko chinta garera ahile nai bhagnu thik thiyo rw.,0,0,0,0,0
Jhagda garera sambandha bachauna pni tw sakidaina.,0,0,0,0,0
Ani hamro relationship ma ekchoti pni jhagda bhaeko thiyena,0,0,0,0,0
kinaki sambandha nibhauna usle janeko che but hami dubai le sambandha jogauna janenau.,0,0,0,0,0
Prem tw ajhai pni cha ni usle pni garche ani uh pni tw uttinai suffer gardai che mah tw ajha pni uslai nai parkhidai chu.,0,0,0,0,0
Aru karan thiyo bhne move on hune bahana khojthe but ysto samajko galat sochai maa hidnu chaina malai.,0,0,0,0,0
Malai move on hau bhnera suggest dinu pardaina bash ytti matra,0,0,0,0,0
sodhna chahanchu ki,0,0,0,0,0
niswartha prem garne adhikar yo samaj le kina didaina?,0,0,0,0,0
Hello guys... Plz naramro cmt nagardinu hola as i am suffering from anxiety and stress,0,0,0,0,0
Kura k vanda kheri ma chai love sove ma believe nagarni typical type ko girl thiye...,0,0,0,0,0
Ma chai ekdam career oriented kt thiye afno future ksri ramro banayune sochne garthi but suddenly mero best friend ko dai started to text me...,0,0,0,0,0
Maile ni dai sochera yeso hello hi gardey paxi yuha le malai like garnu hunxa vannu bho maile reject garey..,0,0,0,0,0
yuha le paxi malai ekdam special feel garayuna thalnu bho.. like i am the only one..,0,0,0,0,0
paxi malai ni waha ramro lagyo and maile accept garey,0,0,0,0,0
Paila paila ta normal nai thoy but 1 year ni nahudai malai ignore garna thalnu bho..,0,0,0,0,0
ph ek call aayudaina maile ph garna parxa ni vanda tmi jsto bekaam le basya xu ra ph garna lai vannu hunxa..,0,0,0,0,0
kahile kahi coffee shop ma vetam vanda ni mero time mildaina vannu hunxa but aafno best friend sanga chai kahile kata kahile kata ghumiranu hunxa...,1,0,0,0,0
Ma testo padni manxey ahele yuha ko tension le na padna maan lagxa na khi garna maan lagxa..,0,0,0,0,0
aahele ta malai timi jindagi ma khi garna sakdainau khali ph chalayo malai ph garna bahek khi aayudaina vannu hunxa..,1,0,0,0,0
malai yuha le garya disrespect le yuha lai brkup dim jsto lagxa tara maan mandaina..,1,0,0,1,0
eklai banda kotha ma runey garxu..,0,0,0,0,0
yuha ko tension le mero career damadhol vaisakyo tara ni yuha lai mero ali ni Matlab xaina...,1,0,0,0,0
Ma k garnu garnu vaisake.. plz naramro navandinu hai,0,0,0,0,0
yuha,0,0,0,0,0
damadol,1,0,0,0,0
taley mero career damadol pardis,1,0,0,1,0
Leknu man tena Tara man le manena .,0,0,0,0,0
Dere months agadhi ko Kura ho.,0,0,0,0,0
Auta Kta lai tempu ma veteko tiye lagankhel ma huda.,0,0,0,0,0
Ekdam ramro tiyo Tara teti bela wasta nei lagena cus tyo manxe lai Kaile ta vetne haina vanera 🤣.,0,0,0,0,0
Ani ma mero stop ma jare paxi ta gayera dobato ma vete uslai maile(gar Jane bato)tira.,0,0,0,0,0
Me and he both shocked ani kta le malai farki farki hernu talyo .,0,0,0,0,0
Ani kuni kun gar bitra pasyo tyo Pani maile taha payina 🤣.,0,0,0,0,0
Next day feri tempu ma chade ma ani tempu janu atda tyo kta hatar hatar chadyo.,0,0,0,0,0
Like never thought feri vet hunxa vanera.,0,0,0,0,0
Ani mero side ma ayera basyo kta.Ani hami kei bolinam.,0,0,0,0,0
Ani mero bus stop Ayo ani ma as usual jare ani sui Sui hide tyo kta Pani jarexa ani chasmis vandei bolauxa mero palo koslai bolaude xa Vai ratyo.,0,0,0,0,0
ani he ran ani ruka na vanyo paxi gayera I realised malai bolako reixa vanera,0,0,0,0,0
Ani tyo kta bolde gayo ma sunde tiye ani both hidi rate.paxi gayera kta le maile timlai maile samji rakeko tiye vanyo,0,0,0,0,0
like maile Pani samjeko tiye hai Tara vanina teti bela chi ani usle yo Kti ko hola vetxa ki vetdina vanera socheko tiyo re .,0,0,0,0,0
Aba usko gar ma pugim hami ani usle if we met next time let's hang out vaneko tiyo.,0,0,0,0,0
tara aile samma vet nei vako xaina name Pani vaneko tiyo kta le maile ramrari sunei kei tena.Something A....,0,0,0,0,0
Limbu tiyo VHS language institute ma padtyo.,0,0,0,0,0
Aba gar taha vayera k garnu dokha knock garnu milena.,0,0,0,0,0
Aba vet Pani hudeina hola most probably,0,0,0,0,0
kina vetna paryota?,1,0,0,0,0
sabai lai namaskar ,0,0,0,0,0
please paadhera ramro suggestion dinuhola,0,0,0,0,0
ma ahile CA pass garera hetauda ma job gardai chu ani yaha rent ma baschu eklai.,0,0,0,0,0
life simple cha 9-5 office ani GYM ani Pubg khelne and Government job ko tyari ghar chahi Madhesh pradesh ma cha.,0,0,0,0,0
aba bihe garne dherai force gardaichan ghar bata.,0,0,0,0,0
mero ni man cha tara malai arrange marriage garne man chaina.,0,0,0,0,0
ma baseko thau ma ek jana kt cha ma dherai jaso uslai office jane time ma herchu sayad tyo ni job garcha .,0,0,0,0,0
she is so beautifull and simple.,0,0,0,0,0
kasari bolaune hola uslai ma ta nervous nai hunchu.,0,0,0,0,0
asti ek palta bolauna khojeke.,0,0,0,0,0
aau ma choddinchu bike ma she directly rejected.,0,0,0,0,0
dherai nai dukha lagyo aba introvert lai confression page ta ho.,0,0,0,0,0
usko facebook ID ni pata lagaye usle yo confression page like gareko chaina usle ta RONB like gareko xa tyaha confression ta lekhna mildaina hola.,0,0,0,0,0
usko facebook ma ni 1 ota matra picture cha. khaii dherai chalaudina hola sayad.,0,0,0,0,0
kahile kahi lagcha bekar ma yati overthink garchu.,0,0,0,0,0
ghar batai khojdincha usai sang bihe garam.,0,0,0,0,0
dherai struggle garera pass bhayo umer ni bitna lagexa aba bekar ma ke baijjati hune baato ma lagne.,0,0,0,0,0
may be she doesnt like me.,0,0,0,0,0
ke thah uslai madheshi keta man nai padaina hola,1,0,0,0,0
dherai bolna khojda complain gardiyo bhane ya yetaikai gaali garyo bhane.,0,0,0,0,0
ma herchu uslai usle kahile hardaina malai na ta smile dinche tauko sidha huncha ki tala huncha ki mobile ma.,0,0,0,0,0
dherai jaso saajha tira ma bari ma pani haleko bela herchu.,0,0,0,0,0
usko office dhila chutxa sayad.,0,0,0,0,0
testo tyo thulo aakha ani tyo simplicity malai dherai man parcha.,0,0,0,0,0
pahila pani aru kt man pareko malai tara yastai ho man mai kura sakyo just imagination ma ramaye.,0,0,0,0,0
ki ta bf hola bhanera chodinchu ki ta ma sayad testo ramro chaina bhanera afulai sant parchu.,0,0,0,0,0
kahile dherai try garina self respect ni aaucha bich bich ma .,0,0,0,0,0
socheko jasto hudaina life,0,0,0,0,0
Mann ko vaab lekhna nepali vasa nai uchit hola jasto lagyo.,0,0,0,0,0
Malai tha xaina Hami kahile fb ma connect vayeko thiyem vanera,0,0,0,0,0
usko account ma kehi Pani herna namilni thiyo suru ma ,0,0,0,0,0
message suru vayo Mero aafno birthday ko din ma kura hudai gayo call ma Ani video call ma ,0,0,0,0,0
Ma aafaile tha paye usko break up vako raixa maile sodhda ho vanin unle Pani . Video call ma bolna lagemkasto chanchale type ko k...,0,0,0,0,0
bolda boldai Maya garna thalechu tha nai vayena,0,0,0,0,0
usle currently microbiology ma bachelor gardai raixa,0,0,0,0,0
but uslai tyo various reasons le garda tyo padhna Mann navayeko raixa ,0,0,0,0,0
Ani feri entrance (BDSnursing physiotherapy etc) ko lagi padhdai raixa .,0,0,0,0,0
Din dinai kura huna thalyo Malai bistarai u Mann parna thalyo gharmai basera padhirakhthiyin pahila uni,0,0,0,0,0
Tara gharma dherai distraction huna Lage pachi...,0,0,0,0,0
KTM hostel gayera padhna lagin hostel Huda pani yekdum raati bolna vyaye bolthin dherai nasutni u Ani birami parirahani sayad entrance ma select hunna vanni dar le garda Pani hola ,0,0,0,0,0
ekdum darauni matra everytime padhni matrai,0,0,0,0,0
Ma ghari ghari time magthe ekdum beluka kura hunthyo  bistarai vetni kura Pani vayo ma out of country bata vetna Pani aaye uslai chocolate etc haru liyera ,0,0,0,0,0
but usle mageko yeuta kura chahi lyauna sakina,0,0,0,0,0
Vetem cafe ma u sathi sanga aayeko thiyin kura esari garem ki non stop bolem Ani uni farkiyin hostel,0,0,0,0,0
Sayad entrance ekdum near vako vayera hola usle khassai attention diyina vete pachi may be lookswise ma Mann parina ki vanni Malai lagyo,0,0,0,0,0
Tyo bhanda usle Malai relationship ma basnu xaina tapai ramro nai lagxa  maile Testo kehi sochexaina exam sakke pachi ramro sanga bolxu vanin. Ma Pani tehi aas ma basirahe khai k vako Malai ma ta bistarai one sided Maya garni vayisakya raixu usko lat lagisakeko raixa,0,0,0,0,0
Pachi usko entrance ko results ni aayo...diyeko jati sabai exam ma pass vayin unima Pani ekdum khusi thiye usle name nikaleko ma  BDS padhxu vandai thiyin,0,0,0,0,0
Kura garam vanda gharma mummy  aunties hununxa so mildaina vanthiyin Khali aba padhna lai KTM janxu Ani bolamla vanthiyin,0,0,0,0,0
Unko dai Australia ma hununi raixa pahila batai unle Pani Australia try gareki Tara kunai reason le reject vayeko raixa pahila,0,0,0,0,0
So bidesh nai Jani manasaye vayeko le unle BDS napadhi ma baru nursing padhxu vanin,0,0,0,0,0
Bahira BDS recognize hunna Nepal ma matrai hunxa,0,0,0,0,0
Nurse ko lagi bahira ramro xa baru ma nursing nai padhxu gharma ni tehi discussion chaldai xa vanin,0,0,0,0,0
Ma batoma thiye room farkidai,0,0,0,0,0
Ma esto crazy vayisakeko thiye ki usko message Kati Bela aaula vanera wait garera basthe,1,0,0,0,0
Tyo message aaye pachi timi bahira nai Jani ho ultimately vanera sodhe usle umm vanin,0,0,0,0,0
Ani maile doctor vanda nursing better vayo hai just monetary term Bata herda vane,0,0,0,0,0
Paisa ko lagi namara aafno passion vayeko kura padha,0,0,0,0,0
Timi sanga kunai unique idea xa vane teslai pachi monetize garna sakinxa in business sense vane,0,0,0,0,0
Uslai tyo Paisa ko lagi namara etc vaneko Sunda ekdum hurt vayo or tha xaina lastai risain tyo din Bata,0,0,0,0,0
Just message haru seen garni xodni.. silent basni kehi reply nagarni call garda ni katni..,0,0,0,0,0
Malai tyo Bela samma Testo tha thiyena ki ma Kati crazy vayisakeko raixu usanga vanera usle msg seen garni  kura garna nakhojni garna lagda ma jhan jhan crazy hudai gaye,1,0,0,0,0
Lasty overthinking garna Lage,1,0,0,0,0
Lagxa ki u bina pagal nai hunxu jasto aafno job ma focus garna ni sakdina Khana ni Khana sakdina becoz Mann bhari usakai matra kura khelirakhxa everytime,1,0,0,0,0
Na royera huni na karayera huni.. kasto garro phase ma phaseko jasto hunxa..,0,0,0,0,0
Usanga bolna Mann lagxa..usle euta reply Pani gardinan msg herxin kaile tyo Pani purai 1 day ma ekchoti,1,0,0,0,0
Maile several time maafi magisake voice message Pani Gareybut no response k,0,0,0,0,0
Unle vanxin aru lai hurt garna sakdinan re,0,0,0,0,0
Thikai ho expectation rakhni Mai ho ma aafai hurt huda unko k dos yesma Haina,0,0,0,0,0
So yestai chaldai xa life kasaiko message call ko pratikxya ma Purai din bitxa Tara Pani aaudaina kehi Pani..aas lagni raixa aas garni vayesi hurt ta jasai hunxa hunxa..,0,0,0,0,0
Usle yo kura padhos bujhos ek choti vayeni boldeos yehi Cha ichhya ,0,0,0,0,0
Miss you kalee maya,0,0,0,0,0
Mah ra mero bf relationship ma vako 4 years vayoo..usko padhai ni ekdam ramro xaa ...,0,0,0,0,0
padhdai xaa mah ni padhdai xu ..,0,0,0,0,0
usko family le pani ekdam support garnu hunxa..hamlai ...,0,0,0,0,0
hami ek arkaalai ekdam maya garxam xodna sakdenam,0,0,0,0,0
kuraa k vandaa hami 3 years samma relationship ma pugdaa mero family le tha paunu vathyoo🥺 kasari vanda ...,0,0,0,0,0
mero dada le sabai mssg pdhera usko ra mero,0,0,0,0,0
ani xodd vannu vathyo ghar bata testo keta kati painxa painxa vandai ...,0,0,0,0,0
tara maaile xoddina vanne tha thyo malai…,0,0,0,0,0
maile xodinaa hami ettikai boldai gaim feri astii dada le mero phone check garnuu vayexaa sabai thaa vayoo,0,0,0,0,0
maile hide garthe mssg raipani kata bata tha vayecha .,0,0,0,0,0
.sabai family rakhera mero mssg padhdinu vayoo sabaiko agadi mah kati royee karaye malai matra thaa xaa..,1,0,0,1,0
dada ko ni gf hununxa aile. ..🥺,0,0,0,0,0
ani malai xai mah bigrey re koko sng compare gardai malai ekdam gaali garnu vayo,0,0,0,0,0
hami beech probleem kei xaina tara kinaa mero family lai ramro nai laagdena,0,0,0,0,0
mah mero family le aba xodinas vane ghar naaija vaneko xan,0,0,0,0,0
hami xodna ni sakdenam,0,0,0,0,0
sabai future ma kamauna thalesi vanxu feri sochera baseko the mah,0,0,0,0,0
tara k vayoo vayooo…,0,0,0,0,0
feri thaa paunu vayo vane,0,0,0,0,0
ekdamai strict hununxa..,1,0,0,0,0
bujauda ni bela vako xaina vannu huncha ..as i am 23 years old ...family bata kasaile support nai garnu hunna,1,0,0,0,0
Hello everyone..dherai soche aafno mann ko kura sundine manxey ni koi vayena ra ya aako hope you guys will read it ali lamo hola tei ni padinu hola,0,0,0,0,0
Suru garchu ahile ko major vanam ki k vanam heartbreak bata ..,0,0,0,0,0
sabbai ko huncha hola mero ni vayo jun way ma vayo I can't figure it out..,0,0,0,0,0
kati jana le relate garna saknu huncha hola .,0,0,0,0,0
I loved a guy usle yo padyo vane tha paula ..,0,0,0,0,0
pahila hamro relation friendship bata suru bho tara tyo friendship mai maile kun bela dekhi mann parauna thalechu malai tha nai vayena it was one sided love tara katai na katai I thought he used to also love me kei attachment thiyo jasto lagna thalya thiyo..,0,0,0,0,0
ani 2 3 barsa bolesi he proposed me let take step ahead and let's be more than friends vanera I was above the moon jun manxey lai yetro barsa mann paraye finally uh mero hudai thiyo vanera..,0,0,0,0,0
I was so happy ki kurai chodim..,0,0,0,0,0
uh nai mero first and last ho vanera base..,0,0,0,0,0
suru suru ma sabbai thik nai thiyo kura haru hunthiyo maya thiyo care thiyo excitement thiyo honeymoon phase of relationship vara ni hola hai..,0,0,0,0,0
ani bistarai reality chech aauna thalyo usko ni kaam mero ni kaam usko kaam suru vayesi mero lagi time nai huna chodyo,0,0,0,0,0
I was not his priority suru ma thiye jasto lagthiyo paxi khai tha vayena hamro kura kaam hudai gayo phone ma kura ta once in a blue moon hunthiyo,1,0,0,0,0
vet ni hunna thiyo ekdum rare chat hunthiyo tyo ni belka ghar aayesi kahile kai ta tei huna ni muskil bho ....,0,0,0,0,0
lagyo mai immature vaye hola maile bujhna parcha.,0,0,0,0,0
.jhagada garthiye ekcin ta bola ma sanga vanera tei ni testai risauda aaba fakauna aaula lagthiyo ahile aayena,0,0,0,0,0
tyo assurance kahile paina maile ..,1,0,0,0,0
I was not so important lagna thalyo ..yestai chaldai ani he asked for break he said yo relationship ma time waste garna chaina ahile I can't focus in my career vanera..,0,0,0,0,0
he has time for everything expect me ..,0,0,0,0,0
ma ta bhoj vaisake chu usle usko alikati time ni ma sanga bitako vaye ni I could have understand ki maile garda uh focus garna sakya chaina,1,0,0,0,0
tara tei goodmorning vanera belka ghar aayesi k cha matra sodhna ni testo time waste hunthiyo ra?usko kk aayo he got busy he totally ignored me ... mero lagi kei time vayena ..,0,0,0,0,0
ani I was so broken so depressed boldey na ma sanga vane tei ni nai bolena ek choti how are you doing vanera ni sodhena..,1,0,0,0,0
ekaichoti yesari chodna sakyo ta?,0,0,0,0,0
I was never there jasto vayo roye karaye yo sab maile na bujheko lagyo tara malai bujhdine chai ko??,0,0,0,0,0
he left me like I was responsible for all the problem,1,0,0,1,0
Yo relationship ma ta maile kaar garera suru garam vanya hoena ni?,0,0,0,0,0
yesari ek aarka lai ignore garera certain month paxi tei feeling tei emotion bata pheri suru hunthiyo ra?,0,0,0,0,0
Last ma vetne tei ho ahile lai I don't need you vanera huncha?din ma 5 min ni ramrari na bolne lai ma distraction kasari vaye?,1,0,0,1,0
I don't know k garam na kei kura ma focus garna sakchu koi manxey ma yestari attached vayesi physical pain vanda ni badi hudo raicha😞💔💔dherai lamo vayo hola sorry for that,0,0,0,0,0
Mah ra mero bf relationship ma vako 4 years vayoo..usko padhai ni ekdam ramro xaa ...,1,0,0,0,0
padhdai xaa mah ni padhdai xu ..,0,0,0,0,0
usko family le pani ekdam support garnu hunxa..hamlai ...,0,0,0,0,0
hami ek arkaalai ekdam maya garxam xodna sakdenam,1,0,0,0,0
kuraa k vandaa hami 3 years samma relationship ma pugdaa mero family le tha paunu vathyoo🥺 kasari vanda ...,1,0,0,0,0
mero dada le sabai mssg pdhera usko ra mero,0,0,0,0,0
ani xodd vannu vathyo ghar bata testo keta kati painxa painxa vandai ...,1,0,0,0,0
tara maaile xoddina vanne tha thyo malai…,1,0,0,0,0
maile xodinaa hami ettikai boldai gaim feri astii dada le mero phone check garnuu vayexaa sabai thaa vayoo,1,0,0,0,0
maile hide garthe mssg raipani kata bata tha vayecha .,1,0,0,0,0
.sabai family rakhera mero mssg padhdinu vayoo sabaiko agadi mah kati royee karaye malai matra thaa xaa..,1,0,0,1,0
dada ko ni gf hununxa aile. ..🥺,0,0,0,0,0
ani malai xai mah bigrey re koko sng compare gardai malai ekdam gaali garnu vayo,1,0,1,0,0
hami beech probleem kei xaina tara kinaa mero family lai ramro nai laagdena,1,1,0,0,0
mah mero family le aba xodinas vane ghar naaija vaneko xan,1,0,1,0,0
hami xodna ni sakdenam,0,0,0,0,0
sabai future ma kamauna thalesi vanxu feri sochera baseko the mah,0,0,0,0,0
tara k vayoo vayooo…,0,0,0,0,0
feri thaa paunu vayo vane,1,1,0,0,0
ekdamai strict hununxa..,1,1,0,0,0
bujauda ni bela vako xaina vannu hun,1,0,0,0,0
Ma jhapa bata ho mero main problem bhaneko ma aaru sangha bolna sakdina,1,1,0,0,0
Bolnai dar lagxa . ,1,1,0,1,0
Manxe ko aagadi bolnu paro bhane aafai k hunxa hunxa khutta kame jasto hunxa  anuwar rato hunxa. Class ma sir le questions sodda ni answer ta aauthyo tara bhannai sakdina kei bujina bhane questions sodna ni dar lagxa. Ma bus ma chadda aathawa kei saman kinda paisa ghataunai sakdina usle jati bhano teti nai dinxu. Usle thageko thaha pauxu tara kei bhanna sakdina .aasti batama jada mero paisa khaso euta manxe le uthayera lago maile dekhe tara magnai sakina . manxe ko aagadi bolda sano aawaj le bolxu .Malai conversation start nai garna aaudaina kei kura xa bhane direct bhandinxu.,1,1,0,0,0
Sathi sangha ni kei bolnai aaudaina ghar ma ni teti boldina ma harek bela silent nai basxu,1,1,0,0,0
MOBILE ma GAME kheli rakhxu.sathi haru xan tara ma teti boldina kei kam paro bhane matra bolxu tyo pani 2/3 din ma ek patak,1,1,0,0,0
Birami parda ni bhandina aafai sodnu bhayo bhane matrai bhanxu harek kura lukauxu.,1,1,0,0,0
Girlfriend hune ta kurai bhayena bina kam kasaile message garo bhane ma reply nai dinna keti sangha ra eye to eye hernai sakdina bolnu paro bhane aarkai direction tira farkera bolxu .,1,1,0,0,0
Aaile samma kasailai touch ni garya xaina .,1,0,0,0,0
Eutai desk ma ni basya xaina.Doctor sangha birami bhayera gaye bhane ni aafulai bhako sabai problem bhannai sakdina .,1,1,0,0,0
Bhidbhad bhayeko dokan ma saman kinna ni jana sakdina.,0,0,0,0,0
Bolnai nasakhera malai 11/12 ko viva ma problem bhayeko thiyo sir ko questions ko answer dida k k bhane bhane khutta purai kami ratho.,1,1,0,1,0
. Kasailai kutna ni sakdina.,1,0,0,0,0
uslai kei bhaihalxa ki bhanne dar lagxa .,1,0,0,0,0
tei bhayera yetro umer samma maile kasai sangha fight ni khelya xaina.animal lai ni hurt gardina bato ma kukur haru dekxu kasto maya lagera aauxa koi manxe magna aauda aafu sangha jati paisa xa bhane dihalxu baru ma kei khanna.,1,0,0,0,0
8 class deki nai ma tiffin nai khanna mangnai sakdina parents sangha baru and bhokai basxu .,0,0,0,0,0
Kasaile malai kei bhanna or hapkauna or kutna thalyo bhane sorry bhanxu ra kei boldina chhahe mero galti nai chhaina bhane ni kei bhannai sakdina,0,0,0,0,0
.kohi manxe le malai kei sodho bhane dherai manxe ko aagadi (matlb at least 3or 4) ma kei bolnai sakdina sidai chup chap basxu.,1,0,0,0,0
Ma supari chorot alcohol beer ni kei kha xaina .,0,0,0,0,0
Maile kei kam garnu paro bhane mami lai sdherai garxu..,0,0,0,0,0
eklai garna dar lagxa( personal kura bahek).,0,0,0,0,0
Main kura maa arule j bhano tehi patyauxu chhahe tyo 6/7 barsa ko balak ni kina nahos sajilai aaru mathi biswas gari halxu,1,0,0,0,0
.malai teti saro datna ni aaudaina,1,0,0,0,0
Kei jhut bolnu pardo mero lipskhutta kasto kamna thale jasto hunxa tei bhayera sadhai truth nai bhanxu,0,0,0,0,0
. Kati palta sathi haru ko mami le sathi ko barema kei sodhnu bhayo bhane sabai bhandinxu ramro naramro jhoot bolnai sakdina khai k bhako.,0,0,0,0,0
Tara esle garda gauma sathi haru ra uniharu ko parents le bich respect chai garnuhunxa tara kati palta sajilai biswas garera dhoka khako xu.,0,0,0,0,0
Yaha message garna ni dar lagera fake information halera gmail banayera post haleko xu.,1,0,0,0,1
Ma 19 barsa hu ra male hu ra yo post gareko kura chai sachho ho bas maile upload gareko gmail chahi fake ho,1,0,0,0,1
K garnu kei suggestions dinu na,0,0,0,0,0
Paila malai ni yestai rog thyo samaya mai upachar garera aele niko vako xa,1,0,0,0,0
la moj gara,0,0,0,0,0
maya cha ,0,0,0,0,0
tme ramri,0,0,0,0,0
kasto dami ,0,0,0,0,0
sarai dami,0,0,0,0,0
thik ,0,0,0,0,0
thik thik,0,0,0,0,0
hahah,0,0,0,0,0
khai k ho kho ,0,0,0,0,0
garo paro,0,1,0,0,0
k garne hola,0,0,0,0,0
khai k ho kho ,1,0,0,0,0
ghatiya soch,1,1,0,1,0
ghatiya,0,1,0,0,1
k gedo ho,1,0,0,1,0
gada ,1,0,0,1,1
gada ko xoro,1,0,0,1,1
gadaa,1,0,0,1,1
chor sale,1,0,0,1,1
sala,1,0,0,1,1
ma chis,1,0,0,1,0
chicks,1,0,0,0,0
kola,1,0,0,0,0
pakhe,1,0,0,1,1
paakhe,1,0,0,1,1
gaule ,1,0,0,1,1
gabar,1,0,0,1,1
pakhe,1,0,0,1,1
bhus,1,0,0,1,1
lwat,1,0,0,1,1
lwaat,1,0,0,1,1
Aakrish Khanal,0,0,0,0,0
Doxt,0,0,0,0,0
You sent,0,0,0,0,0
Bhana na,0,0,0,0,0
Aakrish,0,0,0,0,0
